duplicate_group_id,duplicate_class,n_rows,n_canonical_rows,group_representative_id,representative_is_canonical_member,n_identity_hashes,n_publications,n_entry_authors,n_log_D_finite,log_D_min,log_D_max,n_model_tier,log_D_spread,metal_states,duplicate_class_reason
DG006980,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16066,True,1,1,1,6,-1.67985,-1.67985,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007067,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16061,True,1,1,1,6,-2.94692,-2.94692,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007080,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15862,True,1,1,1,6,-3.09259,-3.09259,1,0,Lu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007124,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15881,True,1,1,1,6,-3.35262,-3.35262,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007138,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15958,True,1,1,1,6,-2.03621,-2.03621,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007217,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15771,True,1,1,1,6,-0.366532,-0.366532,1,0,La(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007225,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15979,True,1,1,1,6,-4.15366,-4.15366,1,0,La(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007255,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16062,True,1,1,1,6,-2.5391,-2.5391,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007288,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15960,True,1,1,1,6,-1.63264,-1.63264,1,0,Tb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007350,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15886,True,1,1,1,6,-2.41005,-2.41005,1,0,Er(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007373,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15856,True,1,1,1,6,-4.30364,-4.30364,1,0,Gd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007375,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16042,True,1,1,1,6,-4.33348,-4.33348,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007378,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15980,True,1,1,1,6,-3.92812,-3.92812,1,0,Ce(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007444,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15972,True,1,1,1,6,-3.72584,-3.72584,1,0,Gd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007487,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15919,True,1,1,1,6,-3.57675,-3.57675,1,0,Sm(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007576,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15928,True,1,1,1,6,-4.17522,-4.17522,1,0,La(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007662,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15989,True,1,1,1,6,-2.20066,-2.20066,1,0,Er(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007733,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16036,True,1,1,1,6,-2.05899,-2.05899,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007808,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15974,True,1,1,1,6,-3.08672,-3.08672,1,0,Dy(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007905,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15968,True,1,1,1,6,-4.45967,-4.45967,1,0,Pr(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG007955,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15969,True,1,1,1,6,-4.05899,-4.05899,1,0,Nd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008072,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16008,True,1,1,1,6,-2.88273,-2.88273,1,0,Nd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008100,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16009,True,1,1,1,6,-2.40012,-2.40012,1,0,Sm(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008120,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15770,True,1,1,1,6,-2.69897,-2.69897,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008158,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15883,True,1,1,1,6,-3.04287,-3.04287,1,0,Tb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008252,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15911,True,1,1,1,6,-3.26201,-3.26201,1,0,Ho(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008280,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15877,True,1,1,1,6,-4.15989,-4.15989,1,0,Ce(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008315,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15888,True,1,1,1,6,-2.31605,-2.31605,1,0,Lu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008402,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15898,True,1,1,1,6,-1.8962,-1.8962,1,0,Ho(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008531,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15937,True,1,1,1,6,-2.18177,-2.18177,1,0,Er(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008539,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15982,True,1,1,1,6,-3.6216,-3.6216,1,0,Nd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008609,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15855,True,1,1,1,6,-4.10347,-4.10347,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008610,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15797,True,1,1,1,6,-0.677781,-0.677781,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008641,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15826,True,1,1,1,6,0.20412,0.20412,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008648,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15990,True,1,1,1,6,-2.1152,-2.1152,1,0,Yb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008757,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15852,True,1,1,1,6,-4.94692,-4.94692,1,0,Pr(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008787,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16078,True,1,1,1,6,-0.69897,-0.69897,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008832,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15949,True,1,1,1,6,-1.88273,-1.88273,1,0,Ho(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008915,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15932,True,1,1,1,6,-3.06601,-3.06601,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008945,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15897,True,1,1,1,6,-2.15366,-2.15366,1,0,Dy(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG008964,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15869,True,1,1,1,6,-3.82974,-3.82974,1,0,Gd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009118,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15922,True,1,1,1,6,-3.12033,-3.12033,1,0,Tb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009145,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15772,True,1,1,1,6,-0.113509,-0.113509,1,0,Ce(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009175,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15939,True,1,1,1,6,-2.12668,-2.12668,1,0,Lu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009178,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16032,True,1,1,1,6,0.143015,0.143015,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009181,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15887,True,1,1,1,6,-2.31336,-2.31336,1,0,Yb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009205,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15830,True,1,1,1,6,0.572872,0.572872,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009233,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15806,True,1,1,1,6,0.50515,0.50515,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009269,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16067,True,1,1,1,6,-1.43533,-1.43533,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009279,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16029,True,1,1,1,6,-0.673664,-0.673664,1,0,Yb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009280,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15976,True,1,1,1,6,-2.75203,-2.75203,1,0,Er(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009294,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15867,True,1,1,1,6,-3.83565,-3.83565,1,0,Sm(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009297,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15905,True,1,1,1,6,-4.68403,-4.68403,1,0,Nd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009388,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15838,True,1,1,1,6,-3.17263,-3.17263,1,0,Ce(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009416,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16013,True,1,1,1,6,-1.7167,-1.7167,1,0,Dy(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009424,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16001,True,1,1,1,6,-1.98716,-1.98716,1,0,Ho(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009444,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15831,True,1,1,1,6,-0.126098,-0.126098,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009531,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15891,True,1,1,1,6,-3.76955,-3.76955,1,0,Pr(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009533,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16082,True,1,1,1,6,-1,-1,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009550,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15836,True,1,1,1,6,-2.2815,-2.2815,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009567,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15811,True,1,1,1,6,-1,-1,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009691,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16018,True,1,1,1,6,-3.88941,-3.88941,1,0,La(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009759,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15778,True,1,1,1,6,0.30103,0.30103,1,0,Ce(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009802,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15788,True,1,1,1,6,-0.716699,-0.716699,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009822,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15967,True,1,1,1,6,-4.08725,-4.08725,1,0,Ce(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG009976,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15774,True,1,1,1,6,0,0,1,0,Nd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010031,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15987,True,1,1,1,6,-2.54975,-2.54975,1,0,Dy(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010251,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15870,True,1,1,1,6,-3.38828,-3.38828,1,0,Tb(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010629,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15846,True,1,1,1,6,-3.8729,-3.8729,1,0,Ho(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010667,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16037,True,1,1,1,6,0.904716,0.904716,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010680,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15920,True,1,1,1,6,-3.42251,-3.42251,1,0,Eu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010730,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16004,True,1,1,1,6,-1.79588,-1.79588,1,0,Lu(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010749,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:16000,True,1,1,1,6,-2.18442,-2.18442,1,0,Dy(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010838,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15853,True,1,1,1,6,-4.38405,-4.38405,1,0,Nd(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG010854,A_EXACT_DATABASE_DUPLICATE,6,1,SAE:15775,True,1,1,1,6,0.0413927,0.0413927,1,0,Sm(III),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
